id,entity,lat,lon,display_name,source,confidence
7e055def87e5,Ofta,59.3385369,18.0567824,"Skurkar döljer sig ofta under en godmodig, bullrande stortalighet, Drottninggatan, Norrmalm, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 111 60, Sverige",https://www.flashback.org/t2225405,0.72
e0f958ce95ec,Hallonbergen,59.3744594,17.969111,"Hallonbergen, Lötsjövägen, Hallonbergen, Sundbybergs kommun, Stockholms län, 174 52, Sverige",https://www.flashback.org/t3074043,0.84
6ea063a63ad8,Akta,59.3760848,13.4344351,"Monséns Äkta Mattor AB, 7, Bergviksvägen, Katrineberg, Karlstad, Karlstads kommun, Värmlands län, 653 46, Sverige",https://www.flashback.org/t2225405,0.72
fce840d5b9a0,Kallas,58.9292885,12.6303741,"Kallas, Slädekärr, Åmåls kommun, Västra Götalands län, 662 98, Sverige",https://www.flashback.org/t1421697,0.52
9923b4f2ccf3,Sankta Maria,59.3183375,18.0679296,"Sankta Maria, Södermalm, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 118 47, Sverige",https://www.flashback.org/t1421697,0.76
6ec5145c2549,Helsingborgs,56.083333,12.75,"Helsingborgs kommun, Skåne län, Sverige",https://www.flashback.org/t1421697,0.76
e6568861a6fc,Minns,59.2448271,17.8966485,"Ingen minns en fegis, Loviseberg, Huddinge kommun, Stockholms län, 143 32, Sverige",https://www.flashback.org/t1421697p2,0.56
bdb2fe65ca87,Stället,57.1822014,13.1152498,"Stället, Svenljunga kommun, Västra Götalands län, Sverige",https://www.flashback.org/t1421697p2,0.56
45c5529cfdda,Maria,56.0759768,12.710587,"Maria, Maria Stationsgata, Mariastaden, Helsingborg, Helsingborgs kommun, Skåne län, 254 47, Sverige",https://www.flashback.org/t1421697p2,0.52
903bb524800f,Hussar,33.3790427,-81.1351006,"Sweden, Bamberg County, South Carolina, United States",https://www.flashback.org/t1421697p2,0.64
da77a45851ec,Nja,65.5553258,22.2044253,"NJA-leden, Svartöstan, Luleå, Luleå kommun, Norrbottens län, 974 37, Sverige",https://www.flashback.org/t1421697p2,0.64
6e83084957c6,Kyrkan,63.9567958,13.0884504,"Kyrkan, Åre kommun, Jämtlands län, Sverige",https://www.flashback.org/t1421697p2,0.64
a91c289f19fa,Hittarp,56.0983313,12.6388067,"Hittarp, Helsingborgs kommun, Skåne län, 252 85, Sverige",https://www.flashback.org/t1421697p2,0.64
009b79d8eac1,Sofiero,58.3365893,13.8508968,"Sofiero, Sjogerstad-Rådene distrikt, Skultorp, Skövde kommun, Västra Götalands län, 541 57, Sverige",https://www.flashback.org/t1421697p2,0.64
0b7b0d2dd355,Dom,59.3172663,18.054891,"Dom, Krukmakargatan, Zinkensdamm, Södermalm, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 118 21, Sverige",https://www.flashback.org/t19834p2,0.84
c3d36182c8a4,Helsingborg,56.0442098,12.703706,"Helsingborg, Helsingborgs kommun, Skåne län, 252 68, Sverige",https://www.flashback.org/t1421697p2,0.56
67b15bd78a68,Bor,57.1157565,14.1691755,"Bor, Stationsvägen, Bor, Värnamo kommun, Jönköpings län, 330 15, Sverige",https://www.flashback.org/t1421697p2,0.56
9b8e598d27ce,Mölndal,57.6564918,12.0153085,"Mölndal, Mölndals kommun, Västra Götalands län, 431 30, Sverige",https://www.flashback.org/t347489,0.76
0af52a564b18,Axgatan,57.658599,11.9846202,"Axgatan, Bifrost, Pedagogen Park, Solängen, Mölndal, Mölndals kommun, Västra Götalands län, 431 44, Sverige",https://www.flashback.org/t347489,0.76
2cff4299c3a8,Västkusten,60.2703126,15.9564302,"Västkusten, Hedemora, Hedemora kommun, Dalarnas län, 776 34, Sverige",https://www.flashback.org/t347489p2,0.64
192c4b8884df,Läs,62.7966227,17.7910983,"Lås, Högsjö distrikt, Härnösands kommun, Västernorrlands län, 870 16, Sverige",https://www.flashback.org/t347489p2,0.48
2346bd38169d,Svalan,62.6289316,17.9209232,"Svalan, Gådeåstaden, Härnösand, Härnösands domkyrkodistrikt, Härnösands kommun, Västernorrlands län, Sverige",https://www.flashback.org/t347489p2,0.48
fea114f33bbb,Försvarsmakten,59.3465889,18.0892458,"Försvarsmakten, Ladugårdsgärdet, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Sverige",https://www.flashback.org/t347489p2,0.48
a39f9c216ca4,Karlskrona,56.1621073,15.5866422,"Karlskrona, Karlskrona kommun, Blekinge län, 371 14, Sverige",https://www.flashback.org/t1413347,0.64
4aafb7c3f2f3,Riksantikvarieämbetet,57.6307205,18.305776,"Riksantikvarieämbetet, 33 A, Artillerigatan, Länna, Furulund, Visby, Gotlands kommun, Gotlands län, 621 38, Sverige",https://www.flashback.org/t1413347,0.64
598bece349d9,Ramdala,56.1836461,15.7665043,"Ramdala, Karlskrona kommun, Blekinge län, 373 52, Sverige",https://www.flashback.org/t1413347,0.64
d03096a7e2a2,Lösen,56.1978674,15.6954351,"Lösen, Karlskrona kommun, Blekinge län, 371 61, Sverige",https://www.flashback.org/t1413347,0.64
1fc5bd3c95ff,Flakulla,56.2798948,15.8826566,"Flakulla, Ulvahallarna, Karlskrona kommun, Blekinge län, Sverige",https://www.flashback.org/t1413347,0.64
dc685a444074,Lummelunda,57.7698381,18.4548023,"Lummelunda, Visby, Gotlands kommun, Gotlands län, Sverige",https://www.flashback.org/t359143,0.96
04b700be160a,Efter,59.2933451,17.9773277,"Efter badet, Skridskovägen, Västertorp, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 129 49, Sverige",https://www.flashback.org/t359143,0.64
391c3a258cca,Gotlands,57.6480017,18.5952952,"Gotlands län, Sverige",https://www.flashback.org/t359143,0.96
8aaf1df7a91a,Visby,57.6379361,18.297982,"Visby, Gotlands kommun, Gotlands län, 621 45, Sverige",https://www.flashback.org/t359143,0.96
788260c3b0db,Längs,59.3253557,18.0659971,"Breddning av cykelbanan längs Riddarholmskanalen, Gamla stan, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Sverige",https://www.flashback.org/t359143,0.96
45e6b3e9fd95,Ryssland,59.0086774,13.979553,"Ryssland, Amnehärads distrikt, Gullspångs kommun, Västra Götalands län, Sverige",https://www.flashback.org/t359143,0.84
07c2f9391db4,Gotland,57.4174802,18.5369579,"Gotland, Sverige",https://www.flashback.org/t359143,0.84
c608f06f250e,Lyckas,57.4870519,12.9978302,"Lyckås, Svenljunga kommun, Västra Götalands län, 512 92, Sverige",https://www.flashback.org/t359143,0.84
985e75dd5f67,Ägaren,59.393966,16.5037411,"Ägaren, Helgestahill, Hälltorp, Eskilstuna, Eskilstuna kommun, Södermanlands län, Sverige",https://www.flashback.org/t359143,0.84
ef863608f02e,Grannen,55.6055065,13.0263175,"Café Grannen, Östervärnsgatan, Östervärn, Norr, Malmö, Malmö kommun, Skåne län, 200 22, Sverige",https://www.flashback.org/t359143,0.84
c3573e09b31c,Polisen,58.293929,12.3082759,"Polisen, Hjulkvarn, Trollhättan, Trollhättans kommun, Västra Götalands län, Sverige",https://www.flashback.org/t359143,0.84
79ac18d79f58,Säger,59.3287658,18.0672833,"Sagerska huset, Strömgatan, Klara, Norrmalm, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 101 23, Sverige",https://www.flashback.org/t359143,0.84
94088622dcb6,Saab,59.3559083,17.969492,"Saab, 10, Solna strandväg, Nöten, Västra skogen, Huvudsta, Solna, Solna kommun, Stockholms län, 172 38, Sverige",https://www.flashback.org/t359143,0.84
4689a4c76d32,Turbo,60.2524609,15.8537123,"Turbo, Hedemora kommun, Dalarnas län, 776 95, Sverige",https://www.flashback.org/t359143,0.84
6fc1f168fc1d,Kilafors,61.228627,16.5671181,"Kilafors, Bollnäs kommun, Gävleborgs län, 823 30, Sverige",https://www.flashback.org/t359143,0.56
243177716519,Sprang,59.6167172,16.5220454,"Spränggränd, Pettersberg, Västerås, Västerås kommun, Västmanlands län, 724 63, Sverige",https://www.flashback.org/t359143,0.56
7dd4cedb0894,Åkte,63.8564198,13.9537504,"Storskrivaren, Krokoms kommun, Jämtlands län, Sverige",https://www.flashback.org/t359143,0.64
ec378c4f9f2e,Strax,61.6208434,12.4591216,"roligt körstråk i skogsluting strax nedanför fjället (snöskoter), Älvdalens kommun, Dalarnas län, Sverige",https://www.flashback.org/t359143,0.64
04447681caab,Salthamn,57.7305092,18.3999257,"Salthamn, Lummelunds Bruk, Visby, Gotlands kommun, Gotlands län, Sverige",https://www.flashback.org/t359143,0.48
a71fc5c4082e,Vildsvin,64.5814335,18.6686,"Vildsvin, Brännbergsvägen, Jonsta, Lycksele, Lycksele kommun, Västerbottens län, 921 36, Sverige",https://www.flashback.org/t359143,0.48
4697ce2585d4,Lodjur,56.6717544,16.4908539,"Lodjur, Röhällavägen, Möllstorp, Färjestaden, Mörbylånga kommun, Kalmar län, 386 33, Sverige",https://www.flashback.org/t359143,0.48
57f49520cbd4,Sumpans,59.3628378,17.9785506,"Sumpans biltvätt, Götgatan, Centrala Sundbyberg, Sundbybergs kommun, Stockholms län, 172 30, Sverige",https://www.flashback.org/t3074043,0.84
cad937b18f6a,Tack,59.1344583,14.3805861,"Tack, Höjdebråten, Åtorp, Degerfors kommun, Örebro län, Sverige",https://www.flashback.org/t3074043,0.76
41c9379b25a7,Klassiker,57.7328907,11.9698467,"Klassikergatan, Brunnsbo, Hisingen, Göteborg, Göteborgs Stad, Västra Götalands län, 422 41, Sverige",https://www.flashback.org/t3074043,0.56
82646f7fade3,Några,55.5511897,13.0119536,"Lär känna några fladdermöss i Lindängelund, Katrinetorpsstigen, Lindängen, Söder, Malmö, Malmö kommun, Skåne län, 215 74, Sverige",https://www.flashback.org/t3074043,0.84
79b89838e574,Grusplanen,56.9135081,12.4946939,"Grusplanen, Murarevägen, Falkenberg, Falkenbergs kommun, Hallands län, 311 39, Sverige",https://www.flashback.org/t3074043,0.84
5b3682ab51a2,Stationen,59.8586998,17.6459474,"Stationen, 6, Olof Palmes plats, Vaksalastaden, Centrum, Uppsala, Uppsala kommun, Uppsala län, 753 19, Sverige",https://www.flashback.org/t3074043,0.84
5464d389dbbe,Tåg,57.6788528,14.0871537,"Taberg, Västra Järnvägsgatan, Bråten, Taberg, Jönköpings kommun, Jönköpings län, 562 42, Sverige",https://www.flashback.org/t3074043,0.56
9df43cb70005,Sös,63.4007449,13.0752482,"SOS, 115, Årevägen, Totten, Åre, Åre kommun, Jämtlands län, 837 52, Sverige",https://www.flashback.org/t3074043,0.88
eed26a9b0395,Stege,59.3028504,17.9504063,"Jakobs Stege, Mälarhöjden, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 129 40, Sverige",https://www.flashback.org/t3074043,0.88
3c966682d8ed,Årstadal,59.3058686,18.0255385,"Årstadal, Förmansvägen, Liljeholmen, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 117 59, Sverige",https://www.flashback.org/t3074043p2,0.72
54512f3ba429,Eli,59.3151666,18.0903047,"Eli, Erstagatan, Södermalm, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 116 36, Sverige",https://www.flashback.org/t3074043p2,0.6
a855a42b81bc,Dit,58.4102167,15.6210944,"Galleri Hit & Dit, 4, Torggatan, Kanberget, Vasastaden, Linköpings domkyrkodistrikt, Linköping, Linköpings kommun, Östergötlands län, 582 19, Sverige",https://www.flashback.org/t3074043p2,0.68
559afe2a12b7,Hammarbyhöjden,59.294805,18.1043275,"Hammarbyhöjden, Tidaholmsplan, Hammarbyhöjden, Skarpnäcks stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 121 39, Sverige",https://www.flashback.org/t3074043p2,0.72
7574387aca34,Prästgårdsängen,56.6322313,16.1613221,"Prästgårdsängen, Ljungby, Ljungbyholm, Kalmar kommun, Kalmar län, Sverige",https://www.flashback.org/t19834,0.68
146b0a3e7d1b,Örgryte Hotel,57.7093224,12.0070724,"Hotel Örgryte, 70, Danska Vägen, Prästgårdsängen, Lunden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 416 59, Sverige",https://www.flashback.org/t19834,0.68
be0bbedb5c7d,Ryaverket,57.7293719,12.9292368,"Ryaverket, Norrby, Borås, Borås kommun, Västra Götalands län, Sverige",https://www.flashback.org/t19834p2,0.48
74a5fde22870,Göta,58.1080405,12.1497805,"Göta, Lilla Edets kommun, Västra Götalands län, 465 35, Sverige",https://www.flashback.org/t19834p2,0.48
310a667f4625,Hisingen,57.7738974,11.9017403,"Hisingen, Västra Götalands län, Sverige",https://www.flashback.org/t19834p2,0.48
1fdd476e6d7a,Kortedala,57.7491098,12.0335589,"Kortedala, Södra Kortedala, Nordost, Göteborg, Göteborgs Stad, Västra Götalands län, 415 08, Sverige",https://www.flashback.org/t19834p2,0.84
78660866684d,SKF,57.7280815,12.0135909,"SKF HK-3, 1, Hornsgatan, Kviberg, Gamlestaden, Nordost, Göteborg, Göteborgs Stad, Västra Götalands län, 415 50, Sverige",https://www.flashback.org/t19834p2,0.84
b88c7ae9d237,Från,60.0909615,14.1356329,"Utlopp från Oforsens kraftverk, Filipstads kommun, Värmlands län, Sverige",https://www.flashback.org/t19834p2,0.84
80230a9167bf,Chalmers,57.6897462,11.9765259,"Chalmers Tekniska Högskola, Teknikgatan, Lindholmshamnen, Lindholmen, Hisingen, Göteborg, Göteborgs Stad, Västra Götalands län, 417 53, Sverige",https://www.flashback.org/t19834p2,0.84
7d4009888805,Majorna,57.6912652,11.9220376,"Majorna, Centrum, Göteborgs Stad, Västra Götalands län, Sverige",https://www.flashback.org/t19834p2,0.84
468a71468d93,Mariaplan,57.6870182,11.9215751,"Mariaplan, Kungsladugård, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 414 71, Sverige",https://www.flashback.org/t19834p2,0.84
d543a60cad5d,Såna,60.0490067,18.6000705,"Sanavägen, Hallstalund, Hallstavik, Norrtälje kommun, Stockholms län, 763 21, Sverige",https://www.flashback.org/t19834p2,0.84
ac057043b545,Gårda,57.7076306,11.9919384,"Gårda, Stampen, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 402 24, Sverige",https://www.flashback.org/t19834p2,0.84
ad5c06985fa3,Ullevi,57.7059197,11.9873276,"Ullevi, Ingemar Johanssons Plats, Heden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 402 25, Sverige",https://www.flashback.org/t19834p2,0.84
e0d0b3e20ff9,Bergsjön,57.7558434,12.0607626,"Bergsjön, Östra Bergsjön, Nordost, Göteborg, Göteborgs Stad, Västra Götalands län, 415 18, Sverige",https://www.flashback.org/t19834p2,0.84
7fbf3422def5,Bellevue,55.5903197,12.9514792,"Bellevue, Väster, Malmö, Malmö kommun, Skåne län, 216 18, Sverige",https://www.flashback.org/t19834p2,0.84
d753489ebf9c,Kviberg,57.7360535,12.0311915,"Kviberg, Gamlestaden, Nordost, Göteborg, Göteborgs Stad, Västra Götalands län, 415 28, Sverige",https://www.flashback.org/t19834p2,0.84
